DATAFLOW,LAST UPDATE,freq,quantile,indic_il,currency,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Bulgaria,2015,10299,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Bulgaria,2016,9398,b,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Bulgaria,2017,11620,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Bulgaria,2018,12087,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Bulgaria,2019,14155,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Bulgaria,2020,15480,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Bulgaria,2021,16944,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Bulgaria,2022,17701,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Bulgaria,2023,20959,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Bulgaria,2024,25142,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Switzerland,2015,96174,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Switzerland,2016,106449,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Switzerland,2017,106595,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Switzerland,2018,104154,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Switzerland,2019,101311,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Switzerland,2020,109671,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Switzerland,2021,114121,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Switzerland,2022,113427,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Switzerland,2023,124122,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Cyprus,2015,37560,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Cyprus,2016,37769,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Cyprus,2017,38043,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Cyprus,2018,38005,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Cyprus,2019,40797,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Cyprus,2020,41949,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Cyprus,2021,41960,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Cyprus,2022,42714,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Cyprus,2023,46711,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Czechia,2015,16964,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Czechia,2016,17575,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Czechia,2017,18064,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Czechia,2018,19752,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Czechia,2019,21638,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Czechia,2020,23445,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Czechia,2021,23947,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Czechia,2022,27057,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Czechia,2023,29669,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Germany,2015,48841,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Germany,2016,50253,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Germany,2017,51186,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Germany,2018,54317,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Germany,2019,53428,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Germany,2020,64759,b,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Germany,2021,64992,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Germany,2022,61120,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Germany,2023,66124,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Germany,2024,68969,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Denmark,2015,59998,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Denmark,2016,58320,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Denmark,2017,60074,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Denmark,2018,66059,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Denmark,2019,67646,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Denmark,2020,64446,b,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Denmark,2021,67848,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Denmark,2022,71246,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Denmark,2023,71567,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Denmark,2024,72579,,
"ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,""Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)"",2015,43615,e,"
"ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,""Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)"",2016,44624,e,"
"ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,""Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)"",2017,45330,e,"
"ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,""Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)"",2018,46890,e,"
"ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,""Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)"",2019,47616,,"
"ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,""Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)"",2020,51112,b,"
"ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,""Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)"",2021,51518,,"
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Euro area - 18 countries (2014),2015,43867,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Euro area - 18 countries (2014),2016,44843,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Euro area - 18 countries (2014),2017,45546,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Euro area - 18 countries (2014),2018,47097,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Euro area - 18 countries (2014),2019,47809,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Euro area - 18 countries (2014),2020,51324,b,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Euro area - 19 countries  (2015-2022),2015,43615,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Euro area - 19 countries  (2015-2022),2016,44624,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Euro area - 19 countries  (2015-2022),2017,45330,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Euro area - 19 countries  (2015-2022),2018,46890,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Euro area - 19 countries  (2015-2022),2019,47616,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Euro area - 19 countries  (2015-2022),2020,51112,b,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Euro area - 19 countries  (2015-2022),2021,51518,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Euro area – 20 countries (from 2023),2015,43229,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Euro area – 20 countries (from 2023),2016,44244,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Euro area – 20 countries (from 2023),2017,44958,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Euro area – 20 countries (from 2023),2018,46516,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Euro area – 20 countries (from 2023),2019,47244,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Euro area – 20 countries (from 2023),2020,50736,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Euro area – 20 countries (from 2023),2021,51372,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Euro area – 20 countries (from 2023),2022,51950,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Euro area – 20 countries (from 2023),2023,55154,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Estonia,2015,23442,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Estonia,2016,23098,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Estonia,2017,26021,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Estonia,2018,27876,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Estonia,2019,30505,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Estonia,2020,33437,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Estonia,2021,34500,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Estonia,2022,41165,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Estonia,2023,42074,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Estonia,2024,43747,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Greece,2015,19507,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Greece,2016,19267,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Greece,2017,19525,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Greece,2018,19230,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Greece,2019,19605,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Greece,2020,21113,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Greece,2021,21440,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Greece,2022,23720,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Greece,2023,24862,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Spain,2015,36085,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Spain,2016,37326,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Spain,2017,37263,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Spain,2018,39095,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Spain,2019,39489,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Spain,2020,40186,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Spain,2021,41232,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Spain,2022,43445,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Spain,2023,46321,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Spain,2024,47759,,
"ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,""European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"",2015,39754,e,"
"ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,""European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"",2016,40322,e,"
"ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,""European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"",2017,41470,e,"
"ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,""European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"",2018,43646,e,"
"ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,""European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"",2019,43770,e,"
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,European Union - 27 countries (2007-2013),2015,39982,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,European Union - 27 countries (2007-2013),2016,40544,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,European Union - 27 countries (2007-2013),2017,41692,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,European Union - 27 countries (2007-2013),2018,43879,e,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,European Union - 27 countries (2007-2013),2019,43992,e,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,European Union - 27 countries (from 2020),2015,37586,e,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,European Union - 27 countries (from 2020),2016,38405,e,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,European Union - 27 countries (from 2020),2017,39101,e,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,European Union - 27 countries (from 2020),2018,41366,e,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,European Union - 27 countries (from 2020),2019,41540,e,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,European Union - 27 countries (from 2020),2020,44364,b,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,European Union - 27 countries (from 2020),2021,45096,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,European Union - 27 countries (from 2020),2022,46151,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,European Union - 27 countries (from 2020),2023,49088,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,European Union - 28 countries (2013-2020),2015,39754,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,European Union - 28 countries (2013-2020),2016,40322,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,European Union - 28 countries (2013-2020),2017,41470,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,European Union - 28 countries (2013-2020),2018,43646,e,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,European Union - 28 countries (2013-2020),2019,43770,e,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Finland,2015,50812,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Finland,2016,52219,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Finland,2017,51672,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Finland,2018,53731,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Finland,2019,55497,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Finland,2020,56732,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Finland,2021,55879,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Finland,2022,58237,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,Finland,2023,61118,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,France,2015,54874,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,France,2016,54264,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,France,2017,55018,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,France,2018,54366,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,France,2019,56817,,
ESTAT:ILC_DI01$DEFAULTVIEW(1.0),14/02/25 11:00:00,Annual,Ninety-sixth percentile,Top cut-off point,Euro,France,2020,55090,b,
